success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,rt,stimulus,response,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,response_10,correct,id,source_file
,,,,,html-button-response,1,2.1.0,3209,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,2876,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,,,,,,,,,,,,,c9oua902mj.csv
,,,,,html-button-response,2,2.1.0,7050,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,3840,"
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary.<br><br>When you are ready to begin the audio attention check, click 'Start'.</p>
    </div>",0,,,,,,,,,,,,,c9oua902mj.csv
,,,,,audio-button-response,3,2.1.0,11740,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,4141,audio/gift.wav,2,,,,,,,,,,,True,,c9oua902mj.csv
,,,,,html-button-response,4,2.1.0,13276,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,1535,<p>Correct! You are ready to begin the study.</p>,0,,,,,,,,,,,,,c9oua902mj.csv
,,,,,html-button-response,5,2.1.0,219614,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,206336,"<p>In this study, you are going to hear multiple people produce the same sentence. In a given trial, you will hear a speaker, and on a separate page, you will be prompted to provide a short description of that speaker in an empty textbox. You do not have to provide your response in complete sentences. You may list words or phrases, separated by commas, if you prefer to do so. You may take as long as you need to respond, but you will only be able to listen to each person once. After you provide a description of the speaker, you may click ‘Continue’ to advance to the next trial. You will not be able to return a trial after completing it.<br><br>If you understand the instructions and are ready to hear the first speaker, click ‘Continue’.</p>",0,,,,,,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,6,2.1.0,223192,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/493_705_B4.wav,,,,,,,,,,,,,493,c9oua902mj.csv
,,,,,survey-text,7,2.1.0,393554,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,170338,,"{""Response"":""Midwestern, American, female, relatively masculine, stern""}",Midwestern,American,female,relatively masculine,stern,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,8,2.1.0,396855,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/752_705_B4.wav,,,,,,,,,,,,,752,c9oua902mj.csv
,,,,,survey-text,9,2.1.0,482452,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,85595,,"{""Response"":""Female, American, droll, straight forward, monotone""}",Female,American,droll,straightforward,monotone,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,10,2.1.0,486690,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/330_705_B4.wav,,,,,,,,,,,,,330,c9oua902mj.csv
,,,,,survey-text,11,2.1.0,553292,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,66601,,"{""Response"":""Male, lisp, foreign accent, homosexual, unemotional""}",Male,lisp,foreign accent,homosexual,unemotional,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,12,2.1.0,556460,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/573_705_B4.wav,,,,,,,,,,,,,573,c9oua902mj.csv
,,,,,survey-text,13,2.1.0,675862,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,119399,,"{""Response"":""Androgynous, whiny, annoying, rapid, frustrated""}",androgynous,whiny,annoying,rapid,frustrated,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,14,2.1.0,678759,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/955_705_B4.wav,,,,,,,,,,,,,955,c9oua902mj.csv
,,,,,survey-text,15,2.1.0,745352,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,66591,,"{""Response"":""Male, overweight, nasally, unclear, overenunciating""}",male,overweight,nasally,unclear,overenunciating,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,16,2.1.0,749153,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/516_705_B4.wav,,,,,,,,,,,,,516,c9oua902mj.csv
,,,,,survey-text,17,2.1.0,783725,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,34571,,"{""Response"":""Male, raspy, American, clear, natural""}",male,raspy,American,clear,natural,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,18,2.1.0,787103,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/799_705_B4.wav,,,,,,,,,,,,,799,c9oua902mj.csv
,,,,,survey-text,19,2.1.0,858341,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,71236,,"{""Response"":""Female, 40's, housewife, smoker, bingo player""}",female,40s,housewife,smoker,bingo player,,,,,,,,c9oua902mj.csv
,,,,,audio-keyboard-response,20,2.1.0,861762,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,,audio/672_705_B4.wav,,,,,,,,,,,,,672,c9oua902mj.csv
,,,,,survey-text,21,2.1.0,915126,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,53362,,"{""Response"":""Female, young, student, American, untrained""}",female,young,student,American,untrained,,,,,,,,c9oua902mj.csv
,,,,,html-button-response,22,2.1.0,917387,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,2260,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,,,,,,,,,,,c9oua902mj.csv
,,,,,survey,23,3.0.0,973656,6428c3d1aeb8d1cbe7e8cb78,68ffea0000c1db3710ce21b4,69000104c36a88f23f11350f,56184,,"{""understood"":true,""age"":54,""gender"":""Male"",""ethnicity"":""White"",""language"":""English"",""education"":""Graduated high school"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",,,,,,,,,,,,,c9oua902mj.csv
True,False,[],[],[],preload,0,2.1.0,444,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,,,,,,,,,,,,,,,n4vrsdtq38.csv
,,,,,html-button-response,1,2.1.0,56431,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,55985,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,,,,,,,,,,,,,n4vrsdtq38.csv
,,,,,html-button-response,2,2.1.0,66327,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,9894,"
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary.<br><br>When you are ready to begin the audio attention check, click 'Start'.</p>
    </div>",0,,,,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-button-response,3,2.1.0,72626,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,6261,audio/gift.wav,2,,,,,,,,,,,True,,n4vrsdtq38.csv
,,,,,html-button-response,4,2.1.0,74161,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,1534,<p>Correct! You are ready to begin the study.</p>,0,,,,,,,,,,,,,n4vrsdtq38.csv
,,,,,html-button-response,5,2.1.0,98662,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,24499,"<p>In this study, you are going to hear multiple people produce the same sentence. In a given trial, you will hear a speaker, and on a separate page, you will be prompted to provide a short description of that speaker in an empty textbox. You do not have to provide your response in complete sentences. You may list words or phrases, separated by commas, if you prefer to do so. You may take as long as you need to respond, but you will only be able to listen to each person once. After you provide a description of the speaker, you may click ‘Continue’ to advance to the next trial. You will not be able to return a trial after completing it.<br><br>If you understand the instructions and are ready to hear the first speaker, click ‘Continue’.</p>",0,,,,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,6,2.1.0,101884,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/799_705_B4.wav,,,,,,,,,,,,,799,n4vrsdtq38.csv
,,,,,survey-text,7,2.1.0,123718,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,21827,,"{""Response"":""She sounds tired and kind of bored. ""}",female,tired,bored,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,8,2.1.0,125863,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/573_705_B4.wav,,,,,,,,,,,,,573,n4vrsdtq38.csv
,,,,,survey-text,9,2.1.0,145839,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,19974,,"{""Response"":""A little bit intense and focused.""}",intense,focused,,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,10,2.1.0,148613,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/516_705_B4.wav,,,,,,,,,,,,,516,n4vrsdtq38.csv
,,,,,survey-text,11,2.1.0,181018,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,32404,,"{""Response"":""diligent and focused on perfect enunciation. ""}",diligent,focused on perfect enunciation,,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,12,2.1.0,184209,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/330_705_B4.wav,,,,,,,,,,,,,330,n4vrsdtq38.csv
,,,,,survey-text,13,2.1.0,212812,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,28600,,"{""Response"":""Slow and drawn out and also disinterested. ""}",slow,drawn out,disinterested,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,14,2.1.0,215378,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/493_705_B4.wav,,,,,,,,,,,,,493,n4vrsdtq38.csv
,,,,,survey-text,15,2.1.0,256709,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,41329,,"{""Response"":""perfunctory and lackadaisical. Just trying to get the job done. ""}",perfunctory,lackadaisical,just trying to get the job done,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,16,2.1.0,259494,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/752_705_B4.wav,,,,,,,,,,,,,752,n4vrsdtq38.csv
,,,,,survey-text,17,2.1.0,296298,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,36801,,"{""Response"":""unsure and slightly confused. Reading the words for the first time. ""}",unsure,slightly confused,reading the words for the first time,,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,18,2.1.0,299190,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/672_705_B4.wav,,,,,,,,,,,,,672,n4vrsdtq38.csv
,,,,,survey-text,19,2.1.0,337931,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,38737,,"{""Response"":""interested and intent, professional and prepared. ""}",interested,intent,professional,prepared,,,,,,,,,n4vrsdtq38.csv
,,,,,audio-keyboard-response,20,2.1.0,340273,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,,audio/955_705_B4.wav,,,,,,,,,,,,,955,n4vrsdtq38.csv
,,,,,survey-text,21,2.1.0,374053,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,33777,,"{""Response"":""scared, afraid, hesitant, paying attention elsewhere. ""}",scared,afraid,hesitant,paying attention elsewhere,,,,,,,,,n4vrsdtq38.csv
,,,,,html-button-response,22,2.1.0,380544,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,6489,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,,,,,,,,,,,n4vrsdtq38.csv
,,,,,survey,23,3.0.0,413684,6753b6b7014705911770ecd0,68ffea0000c1db3710ce21b4,6900088a5a882c801cdee1e5,33074,,"{""understood"":true,""age"":36,""gender"":""Male"",""ethnicity"":""White"",""language"":""English"",""education"":""Graduated high school"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""no"",""question1"":null}",,,,,,,,,,,,,n4vrsdtq38.csv
True,False,[],[],[],preload,0,2.1.0,3934,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,,,,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,html-button-response,1,2.1.0,8288,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,4350,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,html-button-response,2,2.1.0,16363,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,8072,"
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary.<br><br>When you are ready to begin the audio attention check, click 'Start'.</p>
    </div>",0,,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-button-response,3,2.1.0,19531,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,3112,audio/gift.wav,2,,,,,,,,,,,True,,nqxoy2hh57.csv
,,,,,html-button-response,4,2.1.0,21680,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,2146,<p>Correct! You are ready to begin the study.</p>,0,,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,html-button-response,5,2.1.0,35552,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,13869,"<p>In this study, you are going to hear multiple people produce the same sentence. In a given trial, you will hear a speaker, and on a separate page, you will be prompted to provide a short description of that speaker in an empty textbox. You do not have to provide your response in complete sentences. You may list words or phrases, separated by commas, if you prefer to do so. You may take as long as you need to respond, but you will only be able to listen to each person once. After you provide a description of the speaker, you may click ‘Continue’ to advance to the next trial. You will not be able to return a trial after completing it.<br><br>If you understand the instructions and are ready to hear the first speaker, click ‘Continue’.</p>",0,,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,6,2.1.0,38333,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/516_705_B4.wav,,,,,,,,,,,,,516,nqxoy2hh57.csv
,,,,,survey-text,7,2.1.0,61680,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,23328,,"{""Response"":""snow was found on empty road""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,8,2.1.0,64561,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/672_705_B4.wav,,,,,,,,,,,,,672,nqxoy2hh57.csv
,,,,,survey-text,9,2.1.0,91118,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,26554,,"{""Response"":""snow are found on empty road\n""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,10,2.1.0,93880,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/752_705_B4.wav,,,,,,,,,,,,,752,nqxoy2hh57.csv
,,,,,survey-text,11,2.1.0,120542,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,26659,,"{""Response"":""snow marfold hand on empty road""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,12,2.1.0,123742,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/330_705_B4.wav,,,,,,,,,,,,,330,nqxoy2hh57.csv
,,,,,survey-text,13,2.1.0,148098,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,24350,,"{""Response"":""snow marfold sound on empty road""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,14,2.1.0,150431,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/955_705_B4.wav,,,,,,,,,,,,,955,nqxoy2hh57.csv
,,,,,survey-text,15,2.1.0,183638,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,33204,,"{""Response"":""snow are found sound on an empty road\n""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,16,2.1.0,185779,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/573_705_B4.wav,,,,,,,,,,,,,573,nqxoy2hh57.csv
,,,,,survey-text,17,2.1.0,210027,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,24246,,"{""Response"":""snow merfold more sound on empty road""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,18,2.1.0,212598,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/493_705_B4.wav,,,,,,,,,,,,,493,nqxoy2hh57.csv
,,,,,survey-text,19,2.1.0,235936,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,23336,,"{""Response"":""snow more sound on empty road""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,audio-keyboard-response,20,2.1.0,239160,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,,audio/799_705_B4.wav,,,,,,,,,,,,,799,nqxoy2hh57.csv
,,,,,survey-text,21,2.1.0,260382,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,21216,,"{""Response"":""snow merfold o sound on empty road""}",,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,html-button-response,22,2.1.0,271379,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,10994,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,,,,,,,,,,,nqxoy2hh57.csv
,,,,,survey,23,3.0.0,338275,67d21364aa4dc87ecd8f3f1b,68ffea0000c1db3710ce21b4,6900026c91c9e8015771836c,66595,,"{""understood"":true,""age"":30,""gender"":""Male"",""ethnicity"":""black/African American"",""language"":""English"",""education"":""Some college"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",,,,,,,,,,,,,nqxoy2hh57.csv
True,False,[],[],[],preload,0,2.1.0,266,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,,,,,,,,,,,,,,,,or05xvgm6q.csv
,,,,,html-button-response,1,2.1.0,6941,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,6673,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,,,,,,,,,,,,,or05xvgm6q.csv
